TransactionID,PropertyID,CustomerID,AgentID,DateID,TransactionType,SalePrice,MonthlyRent,Commission,DaysOnMarket
T06070,P240,C0568,A034,20261222,Sale,18596905,,371938.1,77
T06071,P155,C0984,A007,20251209,Rent,,133192,31966.08,165
T06072,P084,C0642,A036,20250908,Rent,,49329,11838.96,173
T06073,P385,C0953,A034,20260228,Sale,4856404,,97128.08,27
T06074,P455,C0787,A039,20260626,Sale,27890902,,557818.04,28
T06075,P279,C0668,A020,20250724,Sale,28029358,,560587.16,11
T06076,P260,C0128,A028,20260909,Sale,10404222,,208084.44,155
T06077,P478,C0569,A014,20250223,Rent,,70965,17031.6,78
T06078,P190,C0032,A046,20250606,Sale,23827068,,476541.36,31
T06079,P063,C0492,A033,20250907,Sale,20261492,,405229.84,136
T06080,P224,C0315,A020,20250803,Rent,,110687,26564.88,38
T06081,P150,C0489,A048,20251022,Rent,,115505,27721.2,143
T06082,P192,C0713,A014,20260603,Rent,,19920,4780.8,117
T06083,P077,C0340,A037,20250908,Sale,14686323,,293726.46,58
T06084,P346,C0977,A033,20251003,Rent,,114560,27494.4,47
T06085,P015,C0708,A037,20250829,Sale,28057437,,561148.74,165
T06086,P418,C0017,A012,20260827,Sale,13370588,,267411.76,62
T06087,P016,C0811,A011,20261128,Sale,28435391,,568707.82,104
T06088,P401,C0540,A050,20260821,Sale,5463729,,109274.58,165
T06089,P021,C0216,A025,20261106,Rent,,76314,18315.36,138
T06090,P333,C0236,A048,20250608,Sale,22459345,,449186.9,169
T06091,P159,C0800,A023,20260629,Sale,6663376,,133267.52,177
T06092,P250,C0570,A006,20250517,Sale,16945256,,338905.12,123
T06093,P270,C0216,A008,20250320,Rent,,64059,15374.16,125
T06094,P286,C0688,A042,20260905,Rent,,70387,16892.88,41
T06095,P317,C0024,A042,20261008,Rent,,87464,20991.36,169
T06096,P330,C0982,A030,20260712,Rent,,66595,15982.8,75
T06097,P109,C0083,A005,20250625,Rent,,107164,25719.36,54
T06098,P123,C0614,A045,20260219,Sale,6701692,,134033.84,62
T06099,P386,C0226,A032,20260612,Rent,,45477,10914.48,45
T06100,P127,C0243,A006,20260423,Sale,23293145,,465862.9,77
T06101,P119,C0018,A040,20250504,Sale,9143220,,182864.4,166
T06102,P116,C0743,A001,20250130,Sale,18165437,,363308.74,89
T06103,P490,C0874,A020,20251209,Sale,25320000,,506400,142
T06104,P025,C0608,A005,20260403,Rent,,118763,28503.12,154
T06105,P127,C0346,A009,20250915,Rent,,38514,9243.36,126
T06106,P441,C0989,A048,20260820,Rent,,145052,34812.48,110
T06107,P092,C0931,A029,20250605,Sale,14147869,,282957.38,9
T06108,P395,C0195,A050,20260103,Rent,,58412,14018.88,49
T06109,P347,C0011,A044,20250902,Sale,11552794,,231055.88,49
T06110,P070,C0889,A037,20250819,Rent,,99514,23883.36,7
T06111,P242,C0574,A031,20250324,Rent,,43079,10338.96,98
T06112,P052,C0666,A020,20251111,Sale,11849534,,236990.68,24
T06113,P025,C0287,A036,20261215,Sale,7572171,,151443.42,148
T06114,P183,C0276,A039,20250402,Rent,,70211,16850.64,146
T06115,P405,C0898,A047,20250826,Rent,,85110,20426.4,169
T06116,P435,C0966,A040,20261217,Sale,25818496,,516369.92,119
T06117,P015,C0690,A003,20250714,Sale,26521597,,530431.94,6
T06118,P353,C0805,A018,20250307,Sale,7875535,,157510.7,156
T06119,P500,C0801,A022,20250514,Rent,,126925,30462,11
T06120,P050,C0520,A018,20250604,Rent,,81671,19601.04,65
T06121,P261,C0786,A032,20261127,Sale,4923320,,98466.4,180
T06122,P407,C0227,A042,20260723,Rent,,130108,31225.92,95
T06123,P125,C0354,A038,20260222,Sale,26049011,,520980.22,175
T06124,P213,C0542,A020,20250825,Sale,24913210,,498264.2,127
T06125,P037,C0021,A007,20250217,Rent,,103666,24879.84,171
T06126,P227,C0904,A011,20260129,Rent,,32183,7723.92,15
T06127,P210,C0616,A013,20251115,Rent,,31483,7555.92,111
T06128,P270,C0935,A036,20260204,Rent,,88208,21169.92,59
T06129,P348,C0826,A005,20250407,Sale,8588989,,171779.78,155
T06130,P341,C0764,A027,20250411,Rent,,53262,12782.88,150
T06131,P255,C0794,A044,20250912,Rent,,36887,8852.88,176
T06132,P191,C0812,A015,20260531,Rent,,22821,5477.04,38
T06133,P318,C0936,A015,20250605,Sale,23734657,,474693.14,154
T06134,P099,C0114,A005,20260318,Rent,,64376,15450.24,65
T06135,P054,C0037,A036,20251022,Rent,,51004,12240.96,82
T06136,P423,C0210,A034,20250629,Sale,5066186,,101323.72,101
T06137,P376,C0781,A013,20250508,Sale,11165431,,223308.62,135
T06138,P409,C0017,A026,20260502,Sale,23050367,,461007.34,180
T06139,P344,C0823,A047,20250714,Rent,,56153,13476.72,83
T06140,P059,C0969,A034,20251210,Sale,22327300,,446546,8
T06141,P394,C0303,A044,20260428,Sale,24088323,,481766.46,87
T06142,P470,C0456,A029,20250828,Rent,,21500,5160,163
T06143,P181,C0215,A007,20260108,Sale,13973061,,279461.22,143
T06144,P415,C0598,A003,20260223,Rent,,147098,35303.52,139
T06145,P464,C0625,A016,20250710,Sale,24990281,,499805.62,128
T06146,P363,C0182,A033,20260405,Sale,11435120,,228702.4,142
T06147,P359,C0466,A034,20260227,Sale,27888117,,557762.34,54
T06148,P441,C0825,A041,20260203,Sale,9054379,,181087.58,31
T06149,P428,C0882,A027,20251019,Sale,9677898,,193557.96,123
T06150,P085,C0687,A049,20260201,Rent,,75850,18204,109
T06151,P452,C0096,A043,20260112,Sale,21116792,,422335.84,36
T06152,P460,C0147,A006,20261210,Sale,22103695,,442073.9,92
T06153,P190,C0684,A040,20250626,Rent,,115771,27785.04,32
T06154,P409,C0277,A048,20250211,Rent,,21690,5205.6,160
T06155,P294,C0681,A031,20260802,Sale,8731930,,174638.6,98
T06156,P393,C0616,A037,20260927,Rent,,34420,8260.8,45
T06157,P492,C0275,A020,20261116,Sale,7547469,,150949.38,93
T06158,P079,C0559,A047,20250811,Rent,,149892,35974.08,37
T06159,P012,C0744,A033,20261126,Rent,,77697,18647.28,56
T06160,P253,C0830,A048,20250809,Sale,24916528,,498330.56,136
T06161,P234,C0037,A043,20260917,Sale,15371027,,307420.54,61
T06162,P478,C0516,A013,20251222,Rent,,64621,15509.04,68
T06163,P153,C0909,A045,20250204,Sale,26823823,,536476.46,60
T06164,P462,C0165,A006,20250116,Sale,24601596,,492031.92,74
T06165,P364,C0841,A022,20260725,Rent,,132319,31756.56,46
T06166,P152,C0362,A036,20260829,Rent,,70439,16905.36,93
T06167,P124,C0096,A002,20260404,Rent,,138714,33291.36,60
T06168,P268,C0394,A037,20260208,Sale,10402455,,208049.1,60
T06169,P176,C0946,A039,20261026,Rent,,72796,17471.04,53
T06170,P398,C0182,A039,20250616,Sale,8273098,,165461.96,40
T06171,P418,C0037,A050,20251124,Sale,24018972,,480379.44,45
T06172,P446,C0401,A004,20261021,Rent,,136135,32672.4,141
T06173,P157,C0159,A010,20251107,Sale,16684101,,333682.02,11
T06174,P069,C0738,A028,20260524,Rent,,28793,6910.32,58
T06175,P354,C0943,A050,20260528,Sale,19188668,,383773.36,37
T06176,P473,C0001,A003,20260721,Rent,,97780,23467.2,47
T06177,P122,C0599,A018,20250304,Rent,,44917,10780.08,89
T06178,P174,C0005,A031,20250322,Sale,24374450,,487489,14
T06179,P312,C0663,A036,20251114,Sale,25286187,,505723.74,82
T06180,P201,C0752,A042,20261118,Sale,19706275,,394125.5,88
T06181,P058,C0513,A034,20250820,Rent,,117255,28141.2,19
T06182,P142,C0967,A023,20250312,Rent,,105507,25321.68,16
T06183,P109,C0828,A045,20260221,Sale,20854489,,417089.78,174
T06184,P140,C0974,A021,20260916,Rent,,115828,27798.72,178
T06185,P014,C0382,A016,20250830,Sale,8647732,,172954.64,92
T06186,P219,C0383,A014,20260325,Rent,,45059,10814.16,26
T06187,P367,C0112,A048,20260324,Rent,,46996,11279.04,82
T06188,P387,C0573,A038,20250825,Sale,10804444,,216088.88,97
T06189,P379,C0055,A021,20250428,Sale,12899788,,257995.76,71
T06190,P070,C0091,A044,20250418,Sale,26847646,,536952.92,127
T06191,P154,C0998,A047,20260628,Rent,,23669,5680.56,51
T06192,P061,C0104,A018,20250521,Rent,,98063,23535.12,123
T06193,P006,C0752,A005,20260708,Sale,16541652,,330833.04,123
T06194,P425,C0030,A010,20251011,Rent,,116621,27989.04,152
T06195,P485,C0770,A044,20250606,Rent,,115396,27695.04,47
T06196,P486,C0583,A040,20250520,Sale,28447315,,568946.3,153
T06197,P477,C0696,A008,20250923,Rent,,53810,12914.4,166
T06198,P432,C0690,A036,20260708,Rent,,146003,35040.72,88
T06199,P335,C0726,A050,20261208,Rent,,99369,23848.56,67
T06200,P313,C0753,A023,20251027,Sale,8892561,,177851.22,161
T06201,P035,C0147,A010,20251214,Sale,17978589,,359571.78,98
T06202,P110,C0887,A038,20261021,Rent,,29452,7068.48,116
T06203,P229,C0659,A013,20251220,Sale,24438191,,488763.82,65
T06204,P036,C0397,A036,20261203,Sale,16267690,,325353.8,112
T06205,P109,C0283,A016,20250530,Sale,27041052,,540821.04,53
T06206,P077,C0711,A027,20250828,Sale,13451546,,269030.92,76
T06207,P423,C0943,A031,20250114,Rent,,123295,29590.8,60
T06208,P244,C0743,A027,20261225,Rent,,104324,25037.76,68
T06209,P103,C0689,A001,20260704,Rent,,82024,19685.76,117
T06210,P278,C0955,A019,20260708,Sale,22928857,,458577.14,69
T06211,P240,C0410,A025,20260710,Rent,,138318,33196.32,35
T06212,P106,C0136,A008,20260810,Rent,,40282,9667.68,75
T06213,P322,C0694,A023,20250623,Sale,4576225,,91524.5,66
T06214,P412,C0383,A001,20250612,Sale,9801931,,196038.62,153
T06215,P386,C0168,A028,20250728,Rent,,47557,11413.68,21
T06216,P422,C0653,A012,20251003,Sale,27005447,,540108.94,109
T06217,P405,C0585,A001,20250417,Sale,7793530,,155870.6,62
T06218,P106,C0252,A013,20261111,Sale,9266447,,185328.94,96
T06219,P021,C0882,A001,20260217,Sale,6151532,,123030.64,35
T06220,P328,C0732,A037,20260512,Rent,,95782,22987.68,91
T06221,P049,C0020,A010,20251106,Rent,,115467,27712.08,7
T06222,P079,C0326,A022,20260629,Sale,12744592,,254891.84,124
T06223,P019,C0961,A016,20260829,Sale,5719039,,114380.78,51
T06224,P082,C0611,A036,20260328,Sale,20647740,,412954.8,18
T06225,P299,C0163,A050,20250123,Sale,17755744,,355114.88,27
T06226,P057,C0362,A011,20260510,Rent,,48306,11593.44,147
T06227,P500,C0418,A033,20260515,Sale,24923752,,498475.04,124
T06228,P086,C0328,A045,20251201,Sale,26281021,,525620.42,151
T06229,P451,C0311,A013,20250513,Sale,17954198,,359083.96,173
T06230,P262,C0003,A048,20251013,Sale,25401213,,508024.26,174
T06231,P072,C0462,A004,20260610,Sale,5919273,,118385.46,109
T06232,P127,C0618,A030,20260413,Rent,,54021,12965.04,154
T06233,P449,C0574,A041,20251230,Sale,7632455,,152649.1,51
T06234,P411,C0176,A019,20251108,Sale,15180419,,303608.38,176
T06235,P306,C0390,A046,20260310,Rent,,104639,25113.36,95
T06236,P065,C0665,A045,20250723,Sale,10171439,,203428.78,178
T06237,P018,C0411,A021,20260626,Sale,29011346,,580226.92,15
T06238,P097,C0777,A045,20250326,Sale,27795063,,555901.26,171
T06239,P346,C0469,A004,20251103,Rent,,144007,34561.68,26
T06240,P044,C0120,A003,20251109,Sale,4763524,,95270.48,83
T06241,P317,C0178,A014,20260322,Rent,,121960,29270.4,16
T06242,P193,C0145,A001,20250904,Rent,,112480,26995.2,44
T06243,P195,C0869,A027,20251030,Rent,,135487,32516.88,121
T06244,P357,C0033,A028,20260131,Rent,,144539,34689.36,86
T06245,P219,C0773,A007,20261203,Sale,20367613,,407352.26,18
T06246,P498,C0299,A036,20261023,Sale,19532238,,390644.76,141
T06247,P185,C0848,A025,20250609,Rent,,59968,14392.32,135
T06248,P072,C0150,A020,20250819,Sale,19717950,,394359,66
T06249,P015,C0656,A045,20250902,Rent,,120457,28909.68,19
T06250,P010,C0014,A005,20250709,Rent,,133171,31961.04,159
T06251,P016,C0642,A012,20260516,Rent,,95213,22851.12,95
T06252,P075,C0365,A048,20250226,Sale,20835535,,416710.7,113
T06253,P294,C0242,A034,20261020,Sale,12155606,,243112.12,98
T06254,P464,C0997,A022,20250306,Sale,23462985,,469259.7,165
T06255,P303,C1000,A047,20260401,Sale,13672907,,273458.14,101
T06256,P293,C0017,A030,20251018,Rent,,29225,7014,33
T06257,P317,C0003,A047,20260614,Sale,28056836,,561136.72,148
T06258,P082,C0763,A049,20261006,Sale,29485641,,589712.82,120
T06259,P014,C0644,A038,20251211,Rent,,135286,32468.64,74
T06260,P102,C0697,A015,20260704,Sale,15683607,,313672.14,176
T06261,P103,C0668,A019,20250425,Rent,,21593,5182.32,154
T06262,P400,C0636,A039,20251223,Sale,19395937,,387918.74,163
T06263,P023,C0673,A019,20260104,Rent,,32551,7812.24,103
T06264,P323,C0184,A038,20260406,Sale,17405122,,348102.44,70
T06265,P454,C0748,A048,20250712,Rent,,143056,34333.44,95
T06266,P090,C0989,A040,20260301,Sale,5236982,,104739.64,35
T06267,P115,C0412,A041,20260714,Rent,,52017,12484.08,45
T06268,P340,C0249,A044,20260804,Sale,26818500,,536370,151
T06269,P223,C0479,A001,20251106,Sale,27187736,,543754.72,89
T06270,P205,C0979,A016,20250330,Rent,,35210,8450.4,121
T06271,P054,C0488,A017,20251226,Rent,,34676,8322.24,102
T06272,P333,C0507,A026,20260801,Rent,,82184,19724.16,21
T06273,P249,C0735,A040,20260430,Rent,,118204,28368.96,76
T06274,P181,C0693,A005,20260805,Sale,18010673,,360213.46,54
T06275,P200,C0667,A050,20260319,Sale,13803128,,276062.56,50
T06276,P211,C0782,A030,20251030,Sale,18905247,,378104.94,101
T06277,P308,C0025,A039,20250323,Sale,8826743,,176534.86,44
T06278,P483,C0075,A002,20250418,Rent,,45984,11036.16,26
T06279,P489,C0143,A036,20250521,Rent,,65772,15785.28,141
T06280,P277,C0756,A002,20250316,Rent,,131042,31450.08,60
T06281,P370,C0416,A042,20250828,Rent,,138236,33176.64,112
T06282,P086,C0153,A035,20251209,Sale,27564908,,551298.16,44
T06283,P097,C0303,A003,20260310,Sale,23056146,,461122.92,23
T06284,P069,C0855,A020,20251117,Sale,11083809,,221676.18,73
T06285,P164,C0690,A011,20260218,Rent,,53977,12954.48,119
T06286,P070,C0970,A033,20250325,Rent,,134027,32166.48,141
T06287,P106,C0290,A023,20250615,Rent,,100135,24032.4,24
T06288,P348,C0906,A019,20260120,Rent,,117574,28217.76,75
T06289,P332,C0524,A041,20260316,Rent,,60646,14555.04,115
T06290,P295,C0400,A050,20250930,Rent,,49250,11820,120
T06291,P232,C0011,A041,20260314,Sale,5245749,,104914.98,63
T06292,P348,C0297,A043,20260228,Sale,8113755,,162275.1,59
T06293,P134,C0451,A017,20250213,Rent,,79911,19178.64,142
T06294,P129,C0130,A041,20260913,Sale,28018936,,560378.72,107
T06295,P182,C0185,A036,20261014,Rent,,73472,17633.28,50
T06296,P471,C0793,A004,20250417,Sale,27002500,,540050,115
T06297,P309,C0378,A016,20250224,Sale,12652251,,253045.02,85
T06298,P190,C0552,A014,20261219,Rent,,91741,22017.84,122
T06299,P310,C0827,A035,20260511,Rent,,135399,32495.76,80
T06300,P421,C0037,A046,20250925,Rent,,113170,27160.8,50
T06301,P443,C0214,A024,20260707,Rent,,19224,4613.76,75
T06302,P179,C0014,A034,20260427,Sale,7359404,,147188.08,84
T06303,P105,C0875,A005,20251006,Sale,29210787,,584215.74,106
T06304,P417,C0336,A039,20250202,Rent,,104124,24989.76,106
T06305,P494,C0504,A033,20250423,Rent,,47003,11280.72,128
T06306,P122,C0724,A039,20250613,Rent,,66573,15977.52,10
T06307,P475,C0950,A044,20261002,Rent,,82045,19690.8,50
T06308,P485,C0514,A027,20251022,Rent,,97293,23350.32,6
T06309,P412,C0323,A040,20260307,Rent,,52532,12607.68,24
T06310,P078,C0713,A015,20260816,Rent,,136259,32702.16,48
T06311,P119,C0588,A013,20260829,Sale,10393284,,207865.68,91
T06312,P458,C0232,A046,20251214,Sale,20398922,,407978.44,39
T06313,P426,C0742,A029,20261219,Sale,24016073,,480321.46,62
T06314,P495,C0338,A014,20260206,Rent,,44154,10596.96,21
T06315,P161,C0301,A002,20260125,Rent,,93138,22353.12,83
T06316,P103,C0185,A037,20250717,Sale,27278985,,545579.7,22
T06317,P003,C0743,A047,20261003,Rent,,70914,17019.36,60
T06318,P488,C0433,A007,20250603,Rent,,91974,22073.76,68
T06319,P017,C0892,A002,20260926,Rent,,91230,21895.2,34
T06320,P389,C0044,A026,20250322,Rent,,23639,5673.36,18
T06321,P472,C0937,A033,20250927,Sale,8556207,,171124.14,99
T06322,P243,C0619,A032,20261008,Sale,8848914,,176978.28,149
T06323,P105,C0934,A033,20260614,Rent,,131313,31515.12,15
T06324,P254,C0979,A042,20250713,Sale,10738260,,214765.2,147
T06325,P172,C0641,A042,20261105,Sale,23747950,,474959,21
T06326,P126,C0093,A031,20251219,Sale,18774843,,375496.86,94
T06327,P086,C0788,A003,20260111,Rent,,22246,5339.04,169
T06328,P265,C0268,A045,20250601,Sale,17958041,,359160.82,85
T06329,P015,C0110,A006,20250630,Sale,29145336,,582906.72,133
T06330,P494,C0654,A013,20260219,Rent,,64255,15421.2,99
T06331,P422,C0716,A022,20251105,Rent,,111518,26764.32,134
T06332,P091,C0380,A021,20250312,Sale,28291581,,565831.62,46
T06333,P394,C0501,A002,20250803,Sale,28419914,,568398.28,132
T06334,P128,C0401,A013,20260810,Rent,,109928,26382.72,13
T06335,P081,C0982,A017,20250811,Sale,10584063,,211681.26,136
T06336,P472,C0467,A005,20260831,Rent,,97295,23350.8,65
T06337,P317,C0493,A050,20250401,Sale,26280070,,525601.4,25
T06338,P065,C0438,A035,20250818,Sale,27146387,,542927.74,53
T06339,P494,C0987,A008,20260327,Rent,,127817,30676.08,26
T06340,P296,C0227,A038,20250708,Rent,,138570,33256.8,18
T06341,P027,C0581,A046,20251030,Sale,24888639,,497772.78,30
T06342,P401,C0465,A045,20260623,Rent,,49064,11775.36,159
T06343,P320,C0926,A022,20260828,Sale,10643803,,212876.06,78
T06344,P013,C0433,A027,20261001,Rent,,87311,20954.64,108
T06345,P435,C0298,A034,20260306,Sale,15192950,,303859,124
T06346,P041,C0582,A048,20251119,Rent,,34991,8397.84,122
T06347,P268,C0191,A022,20250201,Sale,9181441,,183628.82,39
T06348,P199,C0255,A026,20260302,Sale,16536908,,330738.16,75
T06349,P046,C0048,A025,20261016,Sale,25828192,,516563.84,66
T06350,P097,C0395,A005,20251112,Sale,6334434,,126688.68,74
T06351,P357,C0943,A010,20260807,Sale,15555287,,311105.74,6
T06352,P331,C0151,A035,20250602,Rent,,140546,33731.04,76
T06353,P464,C0055,A046,20250322,Rent,,42951,10308.24,28
T06354,P189,C0756,A024,20251030,Sale,21188062,,423761.24,180
T06355,P118,C0065,A021,20250101,Sale,26023209,,520464.18,17
T06356,P379,C0448,A046,20250904,Rent,,79553,19092.72,16
T06357,P024,C0788,A007,20250107,Sale,28415612,,568312.24,165
T06358,P230,C0072,A028,20250810,Sale,11222447,,224448.94,13
T06359,P434,C0865,A041,20260117,Sale,6546585,,130931.7,150
T06360,P448,C0158,A049,20261007,Rent,,88543,21250.32,71
T06361,P369,C0598,A033,20260409,Sale,12433630,,248672.6,6
T06362,P389,C0883,A007,20250726,Rent,,127583,30619.92,17
T06363,P137,C0896,A019,20260919,Rent,,136490,32757.6,180
T06364,P493,C0649,A043,20250318,Sale,18487438,,369748.76,40
T06365,P183,C0593,A031,20260124,Rent,,31283,7507.92,115
T06366,P306,C0622,A007,20250831,Sale,24919088,,498381.76,87
T06367,P018,C0407,A025,20250314,Sale,25093338,,501866.76,83
T06368,P277,C0334,A037,20251002,Sale,18725721,,374514.42,115
T06369,P209,C0322,A013,20250224,Sale,10503466,,210069.32,57
T06370,P135,C0324,A012,20250818,Sale,12151711,,243034.22,162
T06371,P160,C0885,A029,20250101,Rent,,26224,6293.76,155
T06372,P328,C0937,A020,20251212,Rent,,50481,12115.44,37
T06373,P393,C0099,A039,20250303,Sale,10947683,,218953.66,51
T06374,P401,C0433,A023,20260104,Rent,,146198,35087.52,89
T06375,P332,C0981,A035,20250723,Rent,,55465,13311.6,12
T06376,P045,C0065,A001,20250901,Rent,,146123,35069.52,150
T06377,P305,C0712,A047,20250905,Sale,13011682,,260233.64,158
T06378,P362,C0003,A022,20260111,Rent,,70814,16995.36,119
T06379,P091,C0895,A028,20260113,Sale,25784838,,515696.76,97
T06380,P383,C0243,A013,20260812,Rent,,110976,26634.24,46
T06381,P153,C0926,A013,20250802,Rent,,57679,13842.96,162
T06382,P409,C0352,A040,20250721,Sale,14421892,,288437.84,81
T06383,P001,C0645,A024,20260225,Sale,8582516,,171650.32,33
T06384,P240,C0465,A027,20261101,Sale,22980765,,459615.3,65
T06385,P181,C0014,A013,20260328,Sale,26712660,,534253.2,158
T06386,P110,C0123,A010,20251219,Sale,25681982,,513639.64,9
T06387,P440,C0051,A030,20260928,Sale,26048851,,520977.02,8
T06388,P140,C0349,A044,20260616,Rent,,86599,20783.76,14
T06389,P018,C0504,A050,20260610,Sale,8464654,,169293.08,95
T06390,P024,C0746,A015,20260529,Sale,11493141,,229862.82,39
T06391,P139,C0043,A012,20251115,Sale,6856864,,137137.28,126
T06392,P192,C0168,A050,20250813,Sale,27990319,,559806.38,43
T06393,P497,C0555,A002,20251220,Sale,8515479,,170309.58,161
T06394,P310,C0048,A028,20250110,Sale,29259851,,585197.02,130
T06395,P382,C0652,A050,20250526,Sale,7795546,,155910.92,137
T06396,P026,C0609,A042,20251016,Sale,20233038,,404660.76,127
T06397,P497,C0950,A021,20260928,Sale,28377113,,567542.26,133
T06398,P318,C0990,A011,20260515,Sale,18402423,,368048.46,180
T06399,P339,C0520,A041,20260616,Rent,,132252,31740.48,36
T06400,P369,C0363,A048,20250529,Sale,17837878,,356757.56,145
T06401,P287,C0690,A010,20250305,Rent,,46159,11078.16,48
T06402,P436,C0273,A001,20250612,Rent,,71409,17138.16,80
T06403,P457,C0501,A043,20250831,Rent,,115495,27718.8,76
T06404,P403,C0260,A046,20260827,Sale,21294437,,425888.74,150
T06405,P191,C0688,A003,20251106,Rent,,64094,15382.56,29
T06406,P099,C0049,A049,20260910,Rent,,52693,12646.32,120
T06407,P488,C0329,A002,20260405,Rent,,104041,24969.84,141
T06408,P230,C0707,A003,20250707,Rent,,66414,15939.36,160
T06409,P390,C0002,A004,20260922,Sale,13082215,,261644.3,36
T06410,P105,C0121,A017,20260909,Rent,,105977,25434.48,148
T06411,P051,C0460,A012,20250401,Rent,,101151,24276.24,98
T06412,P402,C0753,A027,20251012,Sale,7153583,,143071.66,164
T06413,P218,C0648,A032,20261013,Sale,19650219,,393004.38,101
T06414,P369,C0003,A024,20250710,Sale,21008776,,420175.52,80
T06415,P358,C0250,A042,20261004,Rent,,147716,35451.84,174
T06416,P296,C0322,A041,20250104,Sale,9626099,,192521.98,65
T06417,P199,C0184,A039,20250816,Rent,,69719,16732.56,74
T06418,P397,C0033,A009,20260830,Sale,25317293,,506345.86,27
T06419,P062,C0572,A002,20250507,Sale,29816146,,596322.92,76
T06420,P124,C0891,A009,20250707,Sale,18628056,,372561.12,104
T06421,P138,C0293,A010,20260714,Sale,27117518,,542350.36,38
T06422,P321,C0569,A044,20250130,Rent,,139476,33474.24,83
T06423,P431,C0620,A041,20260516,Sale,20015126,,400302.52,178
T06424,P272,C0311,A029,20260714,Sale,20589837,,411796.74,145
T06425,P324,C0215,A024,20250718,Rent,,130565,31335.6,86
T06426,P375,C0992,A034,20250810,Rent,,60066,14415.84,81
T06427,P339,C0567,A022,20250730,Sale,27937792,,558755.84,96
T06428,P126,C0332,A032,20250523,Rent,,76977,18474.48,101
T06429,P196,C0575,A015,20250218,Rent,,119574,28697.76,99
T06430,P362,C0398,A028,20260425,Rent,,46656,11197.44,47
T06431,P312,C0140,A042,20250305,Rent,,46131,11071.44,143
T06432,P467,C0965,A042,20261009,Rent,,19965,4791.6,11
T06433,P370,C0346,A026,20250710,Sale,22122393,,442447.86,69
T06434,P037,C0534,A040,20250305,Rent,,38910,9338.4,56
T06435,P128,C0471,A001,20260619,Rent,,69448,16667.52,139
T06436,P091,C0851,A022,20260804,Sale,12632338,,252646.76,158
T06437,P082,C0371,A025,20250125,Rent,,81406,19537.44,178
T06438,P426,C0396,A042,20261215,Sale,7509394,,150187.88,125
T06439,P160,C0084,A023,20261219,Sale,24742607,,494852.14,10
T06440,P360,C0143,A031,20260507,Rent,,142600,34224,8
T06441,P047,C0382,A016,20250404,Sale,24151797,,483035.94,8
T06442,P249,C0392,A024,20260104,Rent,,122366,29367.84,133
T06443,P010,C0805,A012,20261221,Sale,15142286,,302845.72,21
T06444,P035,C0280,A008,20250331,Rent,,30451,7308.24,30
T06445,P298,C0364,A007,20250123,Sale,23227658,,464553.16,176
T06446,P070,C0094,A007,20260520,Rent,,47294,11350.56,47
T06447,P289,C0604,A011,20251106,Rent,,65289,15669.36,22
T06448,P497,C0542,A032,20250317,Rent,,32116,7707.84,44
T06449,P339,C0261,A037,20260110,Rent,,20221,4853.04,37
T06450,P461,C0776,A020,20260717,Rent,,39730,9535.2,130
T06451,P491,C0816,A003,20260527,Sale,15864583,,317291.66,121
T06452,P145,C0861,A018,20250307,Rent,,53354,12804.96,131
T06453,P328,C0269,A025,20261125,Rent,,33654,8076.96,48
T06454,P192,C0851,A012,20250402,Rent,,123602,29664.48,114
T06455,P192,C0076,A048,20250112,Sale,25114602,,502292.04,93
T06456,P207,C1000,A032,20250728,Sale,20008046,,400160.92,99
T06457,P033,C0683,A027,20260106,Sale,6408221,,128164.42,175
T06458,P185,C0487,A045,20260528,Rent,,106012,25442.88,82
T06459,P375,C0212,A002,20260530,Rent,,98974,23753.76,7
T06460,P428,C0381,A033,20251019,Sale,28418694,,568373.88,66
T06461,P461,C0757,A037,20251226,Sale,24628694,,492573.88,78
T06462,P479,C0202,A021,20251006,Sale,15699742,,313994.84,106
T06463,P489,C0315,A009,20260815,Rent,,22567,5416.08,32
T06464,P216,C0746,A021,20250201,Sale,13544728,,270894.56,127
T06465,P386,C0713,A007,20250213,Rent,,84104,20184.96,164
T06466,P047,C0772,A034,20260218,Sale,4810289,,96205.78,7
T06467,P107,C0024,A011,20250105,Rent,,54451,13068.24,94
T06468,P363,C0522,A038,20261003,Rent,,35026,8406.24,64
T06469,P294,C0073,A021,20251119,Sale,25463255,,509265.1,125
T06470,P458,C0614,A032,20251011,Rent,,89441,21465.84,163
T06471,P115,C0531,A034,20251113,Rent,,87739,21057.36,63
T06472,P256,C0195,A048,20250516,Sale,15731193,,314623.86,123
T06473,P391,C0283,A003,20251208,Rent,,148899,35735.76,22
T06474,P091,C0134,A020,20250325,Rent,,67173,16121.52,91
T06475,P244,C0792,A019,20260408,Rent,,137870,33088.8,13
T06476,P336,C0890,A021,20260118,Sale,28886456,,577729.12,142
T06477,P304,C0297,A014,20260630,Sale,29136981,,582739.62,45
T06478,P012,C0700,A040,20260616,Sale,6434287,,128685.74,55
T06479,P065,C0594,A037,20250222,Sale,18195332,,363906.64,98
T06480,P057,C0184,A018,20261102,Rent,,98813,23715.12,70
T06481,P368,C0303,A016,20261223,Sale,11019857,,220397.14,169
T06482,P355,C0413,A008,20260920,Rent,,120195,28846.8,25
T06483,P158,C0032,A049,20260806,Rent,,131469,31552.56,21
T06484,P106,C0216,A018,20250319,Sale,21943199,,438863.98,38
T06485,P491,C0254,A016,20260723,Sale,7090465,,141809.3,142
